Tigrigna_translated_text,label
"ኣፈ-ጉባኤ ፖል ራያን ካብ ስራሕ ክሰናበት እዩ ዝብል ጸብጻብ ተነጺጉ
ኣፈ-ጉባኤ ቤት ምኽሪ ወከልቲ ህዝቢ ፖል ራያን (Paul Ryan)፡ ድሕሪ ምርጫ 2018 ካብ ስራሕ ክሰናበት ይሓስብ ኣሎ ዝብል ጸብጻብ ""ፖሊቲኮ"" (Politico) እኳ እንተውጽአት፡ ራያን ግን ነቲ ጸብጻብ ኣልጊስዎ ኣሎ።

ምላሽ ትራምፕ፦ ፕረዚደንት ትራምፕ እቲ ወረ ሓቂ እንተኾይኑ ""ኣዝዩ ሕጉስ ከም ዘይኮነ"" ንራያን ገሊጹሉ። ራያን ድማ እቲ ጸብጻብ ቅኑዕ ከምዘይኮነ ንፕረዚደንት ኣረጋጊጹሉ።

ፖለቲካዊ ሳዕቤን፦ ራያን ቀዲሙ ስራሕ ከም ዝሓድግ እንተኣዊጁ፡ ገንዘብ ናይ ምእካብ ዓቕሙን ኣብ ውሽጢ ቤት ምኽሪ ዘለዎ ናይ ስምምዕ ጽልዋን ክጎድል ስለ ዝኽእል፡ ዝኾነ ናይ ምልቃቕ ሓሳብ ምስጢራዊ ክገብሮ ከም ዝኽእል ይግመት።",1
"ብሌክ ፋረንቶልድ ብሰንኪ ክሲ ጾታዊ ትንኮሳ ካብ ምርጫ ወጽዩ
ካብ ቴክሳስ ዝውከል ሪፓብሊካን ኣባል ኮንግረስ ብሌክ ፋረንቶልድ (Blake Farenthold)፡ ኣብ ዝቕጽል ምርጫ ከም ዘይወዳደር ኣፍሊጡ።

እቲ ክሲ፦ ፋረንቶልድ ብጾታዊ ትንኮሳን ብጾታ ምድላውን ተኸሲሱ እዩ። ኣብ 2014 ንሓንቲ ሰራሕተኛኡ ንምዕራቕ $84,000 ካብ ህዝባዊ ማእከላይ ባጀት ከም ዝኸፈለ ተገሊጹ።

ምእማን፦ ንሱ ነቲ ናይ ጾታዊ ትንኮሳ ክሲ እኳ እንተነጸጎ፡ ኣብ ቤት ጽሕፈቱ ግን ""ዘይሞያዊ ኣሰራርሓ"" ክሰፍን ከም ዝገበረ ኣሚኑ ኣሎ። ኣፈ-ጉባኤ ፖል ራያን እዚ ውሳነ እዚ ትኽክል ምዃኑ ገሊጹ።",1
"ጸብጻብ ዜና ብትግርኛ፦

1. ዶግ ጆንስ ንሮይ ሙር ስዕረቱ ክእመን ጸዊዑ
ኣብቲ ዝሓለፈ ሰሉስ ዝተኻየደ ናይ ኣላባማ ሴኔት ምርጫ ዝተዓወተ ዲሞክራት ዶግ ጆንስ (Doug Jones)፡ ነቲ ብሰንኪ ክሲታት ጾታዊ ትንኮሳ ተሰኒፉ ዘሎ ሪፓብሊካን ሮይ ሙር ስዕረቱ ክቕበል ጻውዒት ኣቕሪቡ።

ውጽኢት ምርጫ፦ ዶግ ጆንስ ብ1.5% ብልጫ (margin) እዩ ተዓዊቱ። እዚ ድማ ካብቲ ዳግመ-ቆጸራ (recount) ንምግባር ዘድሊ 0.5% ንላዕሊ ስለዝኾነ፡ ውጽኢቱ ክቕየር ተኽእሎ የብሉን።

ታሪኻዊ ዓወት፦ ዶግ ጆንስ ኣብ ዝሓለፉ 25 ዓመታት ካብ ኣላባማ ዝተመርጸ ናይ መጀመሪያ ዲሞክራት ሴናተር ኮይኑ ኣሎ። እዚ ድማ ኣብ ሴኔት ዘሎ ናይ ሪፓብሊካን ብልጫ ናብ 51-49 ኣጸቢብዎ ኣሎ።

ስታቲስቲክስ ድምጺ፦ ኣብዚ ምርጫ እዚ ዓቢ ናይ ዓሌት ፍልልይ ተራእዩ ኣሎ። ኣስታት 96% ጸለምቲ ኣመሪካውያን (Black voters) ንዶግ ጆንስ ክድምጹ ከለዉ፡ 68% ጻዕዳ ኣመሪካውያን (White voters) ግን ንሮይ ሙር ድምጾም ሂቦም።",1
"ፖል ራያን ናይ ምልቃቕ ወረ ከም ዘይሓሰበሉ ኣረጋጊጹ
ኣፈ-ጉባኤ ቤት ምኽሪ ወከልቲ ህዝቢ ፖል ራያን፡ ድሕሪ ምርጫ ሕዳር ካብ ስራሕ ክሰናበት ይሓስብ ኣሎ ዝብል ጸብጻብ ሓሶት ምዃኑ ንፕረዚደንት ትራምፕ ገሊጹሉ። ወሃቢት ቃል ቤት ጻዕዳ ሳራ ሳንደርስ፡ ራያን ምስቲ ፕረዚደንት ንነዊሕ ግዜ ብሓባር ክሰርሑ ተስፋ ከም ዘለዎም ሓቢራ።",1
"ቤት ጻዕዳ ምስ ሴናተር ማርኮ ሩብዮ ክሰርሕ ምዃኑ ገሊጹ
ሴናተር ማርኮ ሩብዮ፡ እቲ ንቆልዑ ዝወሃብ ናይ ግብሪ ደገፍ (child tax credit) ዝያዳ ክብ ንክብል ዝሓተቶ ሕቶ ብዝምልከት፡ ቤት ጻዕዳ ምስኡ ብምትሕብባር ክሰርሕ ምዃኑ ኣፍሊጡ። ሳራ ሳንደርስ፡ እቲ ሕጂ ተገይሩ ዘሎ ናይቲ ደገፍ ዕጽፊ ምግባር (doubling the credit) ዓቢ ስጉምቲ ምዃኑ ጠቒሳ።",1
"ሰናተር ማይክ ሊ ኣብቲ ናይ ግብሪ ሕጊ ውሳነኡ ኣይሃበን
ካብ ዩታ ዝውከል ሪፓብሊካን ሰናተር ማይክ ሊ (Mike Lee)፡ ነቲ ሕጂ ተዳልዩ ዘሎ ናይ ግብሪ ሕጊ (tax bill) ክድግፎ ወይ ክቃወሞ ገና ውሳነ ከም ዘይሃበ ኣፍሊጡ።

ቀንዲ ጠለብ፦ ከምቲ ሰናተር ማርኮ ሩብዮ ዝሓተቶ፡ ማይክ ሊ እውን እቲ ንቆልዑ ዝወሃብ ናይ ግብሪ ደገፍ (Child Tax Credit) ዝያዳ ዝምለስ (refundable) ክኸውን ይደሊ ኣሎ።

ኣድላይነት ድምጺ፦ ሪፓብሊካን ኣብ ሴኔት 52 ጥራይ ድምጺ ስለዘለዎም፡ ካብ ሰለስተ ንላዕሊ ሰባት እንተተቓዊሞም እቲ ሕጊ ክውድቕ ይኽእል እዩ። ደሞክራት ነቲ ሕጊ ከም ዘይድግፍዎ ይፍለጥ።",1
"ሰናተር ጆን ማኬይን ንምርጫ ዝቕጽል ሰሙን ክመጽእ እዩ
እቲ ብሰንኪ ናይ ሓንጎል መንሽሮ (brain cancer) ሕክምናዊ ክንክን ክረክብ ዝጸንሐ ሰናተር ጆን ማኬይን (John McCain)፡ ኣብቲ ዝቕጽል ሰሙን ዝካየድ ናይ ግብሪ ሕጊ ድምጺ ንምሃብ ክሳተፍ ምዃኑ ሰናተር ጆን ኮርኒን ኣፍሊጡ። ማኬይን ኣብዚ ሰሙን ዝተኻየዱ ድምጽታት እኳ እንተበከረ፡ ሕጂ ግን የዕርፍ ከምዘሎ ተገሊጹ።",1
"ማይክል ዶርሰን ካብ ሕጹይነት ትካል EPA ባዕሉ ተኣልዩ
እቲ ብምምሕዳር ትራምፕ ንቤት ጽሕፈት ድሕነት ኬሚካላትን ምክልኻል ብከላን (EPA) ንክመርሕ ተሓጽዩ ዝነበረ ማይክል ዶርሰን (Michael Dourson)፡ ሕጹይነቱ ስሒቡ ኣሎ።

ምኽንያት፦ ንሱ ቀዲሙ ንትካላት ኬሚካል ከም ኣማኻሪ ኮይኑ ይሰርሕ ስለዝነበረ፡ ""ረብሻታት ዝጋጮ እዩ"" (conflict of interest) ብዝብል ካብ ክልተ ሪፓብሊካን ሰናተራት ክፍለ-ሃገር ሰሜን ካሮላይና (ሪቻርድ በርግን ቶም ቲሊስን) ተቓውሞ ገጢምዎ እዩ።

ስግኣት ብከላ፦ እቶም ሰናተራት፡ ብፍላይ ኣብ ክፍለ-ሃገሮም (Camp Lejeune) ብዝነበረ ናይ ማይ ብከላ ዝተሰምዖም ስግኣት ብምጥቃስ፡ ዶርሰን ነቲ ትካል ንክመርሕ ብቑዕ ኣይኮነን ኢሎም።

ተቓውሞ ደሞክራት፦ ደሞክራት ነቲ ዜና ብሓጎስ ተቐቢሎምዎ ኣለዉ፤ ንሳቶም ዶርሰን ንኬሚካላዊ ድሕነት ህዝቢ ዘዳኽም ኣረኣእያ ከም ዘለዎ ክወቕሱ ጸኒሖም እዮም።",1
"ምክትል ፕረዚደንት ማይክ ፔንስ ናይ ማእከላይ ምብራቕ ዑደቱ ኣደናጊይዎ
ምክትል ፕረዚደንት ማይክ ፔንስ ናብ ግብጽን እስራኤልን ክገብሮ ዝነበሮ ዑደት ንሒደት መዓልታት ኣደናጊይዎ ኣሎ።

ምኽንያት፦ ኣብ ሴኔት ዝካየድ ናይ ግብሪ ሕጊ ድምጺ ብማዕረ (tie) እንተተዛዚሙ፡ ንሱ ወሳኒ ድምጺ ንክህብ ኣብታ ሃገር ንክጸንሕ ተደልዩ እዩ።

ናይ ማኬይን ኩነታት፦ ሰናተር ጆን ማኬይን ብሰንኪ ሕማም ኣብ ሆስፒታል ስለዝርከብ፡ ናይ ሪፓብሊካን ድምጺ ክጎድል ይኽእል እዩ ዝብል ስግኣት ኣሎ።

ዕላማ ዑደት፦ ፔንስ ኣብ ካይሮ ምስ ፕረዚደንት ኣል-ሲሲ፡ ኣብ የሩሳሌም ድማ ምስ ቀዳማይ ሚኒስተር ኔታንያሁ ክመያየጥ እዩ። ፕረዚደንት ፍልስጤም ማሕሙድ ዓባስ ግን ምስ ፔንስ ንከይራኸብ ነጺግዎ ኣሎ።",1
"ኣባል ባይቶ ኬንታኪ ዳን ጆንሰን ብርእሰ-ቅትለት ዓሪፉ
እቲ ብጾታዊ ዓመጽ ተኸሲሱ ዝነበረ ናይ ኬንታኪ ክፍለ-ሃገር ተወካሊ ዳን ጆንሰን (Dan Johnson)፡ ሮቡዕ ምሸት ነፍሱ ቀቲሉ ተረኺቡ።

እቲ ክሲ፦ ጆንሰን ኣብ 2013 ንሓንቲ ጓል 13 ዓመት ኰስኳሲት ህጻናት ጾታዊ ዓመጽ ፈጺሙላ ዝብል ጸብጻብ ብትካል መርማሪ ዜና ኬንታኪ (KyCIR) ወጺኡ ነይሩ።

ናይ መወዳእታ ቃላት፦ ቅድሚ ሙማቱ ኣብ ፌስቡክ ኣብ ዝጸሓፎ ጽሑፍ፡ ""እቲ ክሲ ሓሶት እዩ፤ ኣምላኽ ጥራይ እዩ ሓቂ ዝፈልጥ"" ኢሉ ነይሩ።

ፖለቲካዊ ድሕረ-ባይታ፦ ጆንሰን ኣብ 2016 ፕረዚደንት ኦባማን ሚሼል ኦባማን ምስ ህበይ ዘመሳስል ስእሊ ኣብ ፌስቡክ ብምልጣፉ ዓቢ ናይ ዓሌታዊ ጽልኢ ቅሬታ ኣልዒሉ ከም ዝነበረ ይዝከር።",1
"ናይ ግብሪ ሕጊ ድምጺ ንዝቕጽል ሰሙን ተቀሪቡ
ሓላፊ ባጀት ቤት ጻዕዳ ሚክ ሙልቫኒ፡ እቲ ናይ ግብሪ ምመሻ ሕጊ (tax overhaul) ዝቕጽል ሰሙን ሰሉስ ኣብ ሴኔት፡ ሮቡዕ ድማ ኣብ ቤት ምኽሪ ወከልቲ ህዝቢ ድምጺ ክወሃበሉ ተስፋ ከም ዘለዎ ገሊጹ።",1
"ዶናልድ ትራምፕ ጁንየር ብዛዕባ ምልካው ምስጢራዊ ሓበሬታ ከሲሱ
ወዲ ፕረዚደንት ትራምፕ ዝኾነ ዶናልድ ትራምፕ ጁንየር፡ ምስ ኣባላት ኮንግረስ ዝገበሮ ቃለ-መጠይቕ ብኸመይ ናብ ሚድያ ከም ዝለከአ (leak) ንክምርመር ሓቲቱ።

ምርመራ ሩስያ፦ ትራምፕ ጁንየር ብዛዕባ እቲ ሩስያ ኣብ ምርጫ 2016 ኢድ ኣእቲዋ ዝብል ክሲ ብክልቲኡ ኣባላት መርመርቲ ኮሚቴታት ሴኔትን ቤት ምኽሪ ወከልቲ ህዝብን ይምርመር ኣሎ።

ዕላማ ምርመራ፦ እቶም ኮሚቴታት ቅድሚ ምርጫ 2018 ምርመራኦም ንምዝዛም ይጓየዩ ኣለዉ። ሰናተር ሪቻርድ በርግ፡ እቲ ምርመራ ክሳብ 2018 ክጸንሕ ከም ዝኽእልን ገና ብዙሓት ዝምርመሩ ሰባት ከም ዘለዉን ሓቢሩ።",1
"እቲ ናይ ""ፖስትካርድ"" ግብሪ ሕልሚዶ ወይስ ሓቂ?
ኣፈ-ጉባኤ ፖል ራያንን ፕረዚደንት ዶናልድ ትራምፕን፡ እቲ ሓድሽ ናይ ግብሪ ሕጊ ንኣመሪካውያን ግብሮም ኣብ ሓንቲ ንእሽቶ ""ፖስትካርድ"" (postcard) ዝመስል ወረቐት ንክመልኡ ከም ዝሕግዞም ክገልጹ ጸኒሖም እዮም።

ነቐፌታ ሰብ-ሞያ፦ ማርክ ማዙር ካብ ትካል ""Tax Policy Center""፡ ""መን እዩ ማሕበራዊ ውሕስነት ቁጽሩ (SSN) ኣብ ፖስትካርድ ዝጽሕፍ?"" ብምባል ነቲ ሓሳብ ተጠራጢርዎ።

ናይ ግብሪ ትካላት፦ ከም TurboTax, H&R Block ዝኣመሰሉ ትካላት፡ እቲ ስራሕ ግብሪ ቀሊል ስለዘይኮነ ህዝቢ ገና ናቶም ሓገዝ ከም ዘድልዮ ይገልጹ ኣለዉ። 90% ኣመሪካውያን ሕጂ እውን ናይ ሰብ-ሞያ ሓገዝ ወይ ሶፍትዌር ከም ዝጥቀሙ ይፍለጥ።

2. ከመይ ገይሩ እዩ እቲ መስርሕ ዝቐልል?
እቲ ሓድሽ ሕጊ ""Standard Deduction"" (ቀዋሚ ምንካይ ግብሪ) ዕጽፊ ስለ ዝገብሮ፡ ኣስታት 29 ሚልዮን ሰባት ካልእ ዝርዝር ምንካይ ግብሪ (itemized deductions) ክጽሕፉ ኣየድልዮምን እዩ።

ዝተርፉ ነገራት፦ ናይ ቤት መለቃሕ (mortgage)፡ ናይ ግብረ-ሰናይ ሓገዛት (charitable donations)፡ ከምኡ እውን ናይ ክፍለ-ሃገር ግብሪ (SALT) ብዝርዝር ምጽሓፍ ክተርፍ እዩ።

ውጽኢት፦ እዚ ድማ ሰባት ነቲ 79 መስመራት ዘለዎ ነዊሕ ፎርም (Form 1040) ኣብ ክንዲ ምጥቃም፡ ናብ ዝሓጸሩ ፎርማት ክሰጋገሩ ዕድል ይህብ። ይኹን እምበር፡ ሃብታማት ኣመሪካውያንን ወነንቲ ትካላትን ገና ዝተሓላለኸ ናይ ግብሪ መስርሕ ክህልዎም እዩ።",1
"ዶናልድ ትራምፕ ጁንየር ምስ ኮሚቴ ሴኔት ተራኺቡ
ወዲ ፕረዚደንት ትራምፕ ዝኾነ ዶናልድ ትራምፕ ጁንየር፡ ትማሊ ሮቡዕ ምስ ኮሚቴ ስለያ ሴኔት (Senate Intelligence Committee) ተራኺቡ ንትሽዓተ ሰዓታት ዝጸንሐ ቃለ-መጠይቕ ሂቡ።

ምኽንያት ርክብ፦ እቲ ምርመራ ሩስያ ኣብ ምርጫ 2016 ኢድ ኣእቲዋ ዝብልን ምስ ወፍሪ ትራምፕ ዝነበረ ርክብን ንምጽራይ እዩ።

ትራምፕ ታወር (Trump Tower)፦ መርመርቲ ብፍላይ ኣብ ሰነ 2016 ኣብ ትራምፕ ታወር ምስ ሓንቲ ሩስያዊት ጠበቓ ዝገበሮ ርክብ ዝያዳ ሓበሬታ ይደልዩ ኣለዉ።

ናይ ጊዜ ገደብ፦ ኣቦ-መንበር እቲ ኮሚቴ ሪቻርድ በርግ፡ እቲ ምርመራ ክሳብ መጀመርታ 2018 ክቕጽል ከም ዝኽእል ገሊጹ ኣሎ።",1
"ሪፓብሊካን ኣብቲ ናይ መወዳእታ ናይ ግብሪ ሕጊ ስምምዕ በጺሖም
ሪፓብሊካን ኣብ ኮንግረስ ኣብቲ ዝዓበየ ናይ ግብሪ ምመሻ (tax overhaul) ናይ መወዳእታ ስምምዕ ብምብጻሕ፡ ንዝቕጽል ሰሙን ድምጺ ክወሃበሉ መንገዲ ጸሪጎም ኣለዉ።

ቀንዲ ነጥብታት እቲ ስምምዕ፦

ግብሪ ትካላት (Corporate Tax): ካብ 35% ናብ 21% ንክወርድ ተሰማሚዖም (እቲ ዝሓለፈ ሓሳብ 20% ነይሩ)።

ናይ ውልቀ-ሰብ ግብሪ: እቲ ዝለዓለ ናይ ግብሪ መጠን ካብ 39.6% ናብ 37% ክወርድ እዩ።

Obamacare: እቶም መድሕን ጥዕና ዘይብሎም ሰባት ዝኸፍልዎ ዝነበሩ ናይ መቕጻዕቲ ክፍሊት (mandate) ክስረዝ እዩ።

መውሓስ ቤት (Mortgage Interest): እቲ ካብ ግብሪ ዝቕነስ ናይ ቤት መለቃሕ ወለድ፡ ክሳብ $750,000 ንዝኾነ ዕዳ ጥራይ ክኸውን ተወሲኑ (ካብ $1 ሚልዮን ዝነበሮ ዝተቀነሰ እዩ)።

ቁፋሮ ነዳዲ (ANWR): ኣብ ኣላስካ (Arctic National Wildlife Refuge) ቁፋሮ ነዳዲ ንክካየድ ፍቓድ ሂቦም ኣለዉ።",1
"ቲና ስሚዝ ኣብ ክንዲ አል ፍራንከን ተተኪኣ
ምክትል ኣመሓዳሪት ሚኒሶታ ዝነበረት ዲሞክራት ቲና ስሚዝ (Tina Smith)፡ ኣብ ክንዲ እቲ ብሰንኪ ጾታዊ ትንኮሳ ካብ ስራሕ ዝለቀቐ አል ፍራንከን ተተኪኣ ናብ ሴኔት ኣመሪካ ክትጽንበር እያ።

ውሳነ፦ ኣመሓዳሪ ማርክ ዴይተን ንቲና ስሚዝ ዝመዘዛ ክሳብ ጥሪ 2019 ንከተገልግል ኮይኑ፡ ኣብ ሕዳር 2018 ድማ ኣብቲ ፍሉይ ምርጫ ክትወዳደር እያ።

ታሪኻዊ ኣጋጣሚ፦ ሚኒሶታ ንመጀመሪያ ግዜ ክልተ ደቂ ኣንስትዮ ሴናተራት (ቲና ስሚዝን ኤሚ ክሎቡሻርን) ዝህልዋ ኮይኑ ኣሎ።

ፖለቲካዊ ጽልዋ፦ እዚ ምትካእ እዚ ኣብ ሴኔት ንዘሎ ናይ ሪፓብሊካን ብልጫ ኣይቅይሮን እዩ፤ ይኹን እምበር ድሕሪ ዓወት ዶግ ጆንስ ኣብ ኣላባማ፡ ናይ ሪፓብሊካን ብልጫ ናብ 51-49 ወሪዱ ኣሎ።",1
"መንግስቲ ንከይዕጸው ናይ ግዜያዊ ባጀት ረቂቕ ቐሪቡ
ኣቦ-መንበር ኮሚቴ ባጀት (House Appropriations) ሮድኒ ፍሬሊንግሁይሰን፡ መንግስቲ ክሳብ ጥሪ 19 ስርሑ ንክቕጽል ዝሕግዝ ናይ ግዜያዊ ባጀት ረቂቕ ሕጊ ኣቕሪቡ።

ዕላማ፦ እቲ ሕጊ ንናይ ምክልኻል መደባትን (national defense) ንናይ ህጻናት መድሕን ጥዕናን (CHIP) ዝኸውን ገንዘብ ዘጠቓልል እዩ። ኮንግረስ መንግስቲ ንከይዕጸው (shutdown) ክሳብ ታሕሳስ 23 ነቲ ሕጊ ከጽድቆ ኣለዎ።",1
"ሮድ ሮዘንስታይን ንመሰረት ምርመራ ሮበርት ሙለር ተጣቢቑ
ምክትል ሚኒስተር ፍትሒ ሮድ ሮዘንስታይን (Rod Rosenstein)፡ ኣብ ልዕሊ እቲ ፍሉይ መርማሪ ሮበርት ሙለር ዝቐርብ ዘሎ ""ናይ ፖለቲካዊ ወገንተኝነት"" (bias) ወቐሳ ነጺግዎ።

እቲ ምስሕሓብ፦ ሪፓብሊካን ኣብ መንጎ ፒተር ስትሮክን ሊሳ ፔጅን ዝተለዋወጥዎም ""ትራምፕ ዓሻ እዩ"" ዝብሉን ካልኦት ነቐፌታዊ መልእኽትታትን (texts) ከም መርትዖ ወገንተኝነት የቕርብዎ ኣለዉ።

ምላሽ ሮዘንስታይን፦ ሮዘንስታይን ንሙለር ካብ ስራሕ ንምልቃቕ ዝኾነ እኹል ምኽንያት ከምዘየለ ገሊጹ። ሙለር ነቲ ወገንተኝነት ዘርኣየ ኣባል ካብቲ ጉጅለ ምርመራ ቀዲሙ ከም ዘልገሶን ስርሑ ድማ ብግቡእ ይሰርሕ ከምዘሎን ኣረጋጊጹ።",1
"ሰናተር ጆን ማኬይን ሕክምናዊ ክንክን ይረክብ ኣሎ
ሰናተር ጆን ማኬይን (John McCain) ብሰንኪ እቲ ዝወሃቦ ዘሎ ናይ መንሽሮ ሕክምና (cancer therapy) ዘስዓበሉ ጐናዊ ሳዕቤናት (side effects) ኣብ ወተሃደራዊ ሆስፒታል ዋልተር ሪድ (Walter Reed) ተዓቚቡ ይርከብ።

ሕማም፦ ወዲ 81 ዓመት ማኬይን፡ ኣብ ዝሓለፈ ሓጋይ ""ግሊዮብላስቶማ"" (glioblastoma) ዝተባህለ ዝተረረ ዓይነት ናይ ሓንጎል መንሽሮ ከምዘለዎ ተረጋጊጹ እዩ።

ጽልዋ ኣብ ስራሕ፦ ማኬይን ኣብዚ ሰሙን ዝተኻየዱ ናይ ሴኔት ድምጽታት ዝበከረ ክኸውን ከሎ፡ ሰብ-መዚ ግን ዝቐልጠፈ ግዜ ናብ ስራሕ ክምለስ ተስፋ ከምዘለዎም ይገልጹ ኣለዉ።

ፖለቲካዊ ሳዕቤን፦ ንዝቕጽል ሰሙን ዝካየድ ናይ ግብሪ ምመሻ (tax overhaul) ድምጺ፡ ንሪፓብሊካን ኣዝዩ ኣገዳሲ እዩ። ናይ ማኬይን ዘይምህላው ነቲ ሕጊ ንምሕላፍ ዘለዎም ዕድል ቁሩብ ከቢድ ክገብሮ ይኽእል እዩ።",1
"ክልተ ሕጹያት ደያኑ ትራምፕ ተሰሪዞም
እቶም ብፕረዚደንት ትራምፕ ንናይ ፌደራል ቤት ፍርዲ ዝተሓጽዩ ክልተ ደያኑ፡ ብሰንኪ ዘካራኽር ዘረባታቶም ሕጹይነቶም ከም ዘይቕጽል ተገሊጹ።

ብሬት ታሊ (Brett Talley)፦ እቲ ንኣላባማ ዝተሓጽየ ታሊ፡ ብዛዕባ እቲ ዓሌታዊ ጉጅለ KKK ዝድግፍ ጽሑፋት ብኢንተርነት ብምልጣፉን፡ ሰበይቱ ኣብ ቤት ጻዕዳ ከም እትሰርሕ ብምሕብኡን ካብ ሕጹይነቱ ንክወጽእ ወሲኑ ኣሎ።

ጄፍ ማቲር (Jeff Mateer)፦ እቲ ንቴክሳስ ዝተሓጽየ ማቲር ድማ፡ ብዛዕባ ትራንስጀንደር (transgender) ህጻናት ""ናይ ሰይጣን መደብ"" እዮም ዝብል ዘረባ ስለ ዝተዛረበ፡ ሕጹይነቱ ንክሰረዝ ተገይሩ እዩ።

ተራ ሰናተር ግራስሊ፦ ኣቦ-መንበር ኮሚቴ ፍትሒ ሴኔት ቻክ ግራስሊ፡ እዞም ክልተ ሕጹያት ደያኑ ክጸድቁ ከም ዘይጽበ ገሊጹ ነይሩ።",1
"ሓድሽ ኤምባሲ ኣመሪካ ኣብ ለንደን ክኽፈት እዩ
ኣመሪካ ኣብ ለንደን ዝሰርሓቶ ብቢልዮን ዶላር ዝተገመተ ሓድሽ ኤምባሲ፡ ኣብ ዝቕጽል ወርሒ (ጥሪ 16) ስርሑ ክጅምር እዩ።

ንድፊ፦ እቲ ባለ 12 ደብሪ ህንጻ ካብ መረጸን ጭቃን ዝተሰርሐ ኮይኑ፡ ""ግልጽነትን ማዕርነትን"" ንምርኣይ ብመስኮት ዝተሸፈነ እዩ።

ጸጥታ፦ ካብቲ ከባቢኡ ዘሎ መንበሪ ኣባይቲ ብውሑዱ 30 ሜተር ርሒቑ ዝተሰርሐ ኮይኑ፡ ናይ ገዛእ ርእሱ ናይ ማሪንስ (U.S. Marines) መዕረፊ ቦታ እውን ኣለዎ።

ፖለቲካዊ ኩነታት፦ ኣምባሳደር ዉዲ ጆንሰን፡ ፕረዚደንት ትራምፕ ምስ ብሪጣንያ ብዝበለጸ ክሰርሑ ከም ዝደልዩ ገሊጹ፤ ይኹን እምበር ብሰንኪ ዝተፈላለዩ ፖሊሲታት (ከም ጉዳይ ኢራንን የሩሳሌምን) ኣብ መንጎ ክልቲኦም መራሕቲ ምስሕሓብ ከምዘሎ ይፍለጥ።",1
"ብስም ""Washington Redskins"" ዝተገብረ ናይ ኢንተርነት ምትላል (Hoax)
ተጣበቕቲ መሰል ደቀባት ኣመሪካ (Native Americans)፡ እቲ ""Washington Redskins"" ዝበሃል ናይ ኩዕሶ ጋንታ ስሙ ናብ ""Redhawks"" ቀይርዎ ዝብል ናይ ሓሶት ወብሳይታት ብምስራሕ ዓቢ ናይ ምትላል ወፍሪ ኣካይዶም እዮም።

ዕላማ፦ እቲ ስም ንደቀባት ኣመሪካ ዘነኣእስ (racist) ስለዝኾነ፡ ስሙ ምቕያር ክሳብ ክንደይ ቀሊል ምዃኑ ንምርኣይ እዩ።

ስታቲስቲክስ ስምዒት ደቀባት፦ ብዛዕባ እዚ ስም እዚ ዘሎ ኣረኣእያ ዝተፈላለየ እዩ፦

ብመሰረት ""Washington Post"" ዝገበሮ መጽናዕቲ፡ 90% ደቀባት ኣመሪካ በቲ ስም ኣይቅየሙን እዮም።

ብኣንጻሩ፡ ብመሰረት ""Center for Indigenous Peoples Studies"" ዝገበሮ መጽናዕቲ ግን፡ 67% ደቀባት ኣመሪካ ነቲ ስም ከም ዓሌታዊ (racist) ይርእይዎ።

ምላሽ እታ ጋንታ፦ እታ ጋንታ እቶም ወብሳይታት ናይ ሓሶት ምዃኖምን፡ ስም እታ ጋንታ ከምዘይቅየርን ኣፍሊጣ።",1
"ቻክ ሹመር ድምጺ እቲ ናይ ግብሪ ሕጊ ንክደናጐ ሓቲቱ
መሪሕ ደሞክራት ኣብ ሴኔት ቻክ ሹመር፡ እቲ ድምጺ ናይ ግብሪ ሕጊ (tax bill) ክሳብ እቲ ኣብ ኣላባማ ዝተዓወተ ዶግ ጆንስ ስርሑ ዝጅምር ክደናጐ ጸዊዑ።

ምኽንያት፦ ዶግ ጆንስ ኣብቲ ጸቢብ ቁጽሪ ዘለዎ ሴኔት ተወሳኺ ናይ ደሞክራት ድምጺ ንክኸውን ስለ ዝደለዩ እዩ።

ፖለቲካዊ ትንተና፦ ሹመር፡ እቲ ኣብ ኣላባማ ዝተራእየ ውጽኢት፡ ህዝቢ ንፖሊሲታት ትራምፕ ከም ዝነጸጎ ዘርኢ እዩ ብምባል ይከራኸር። ሪፓብሊካን ግን ነቲ ናይ ምድንጓይ ሕቶ ክነጽግዎ ትጽቢት ይግበር።",1
