id	Tigrigna_translated_text	label
12	"???? ?? ??????

???? ????? ?????? ???? ??????? ??? ?? ????

?? ??? ?? ??? ?? ??????? ????? ?????? ?? ????? ??-???? ???? ????? ???? ?????? ???? ??? ???? ?? ???? ?????

??? ?????? ?? ?? ?????? ?????? ??? ????? ????? ??? ?? ??? ???? ?? ?????? ???

???? ???? ?????? (SEC) ?? ???? ????? ?????? ?? ??????? ????? ?? ?? ??? ??? ??????? ???? ?? ???? ??? ?? ?????? ???

?? ?????? ???? ???? ????? 1.5 ????? ??? ???? ??? ?? ???? ????? ??? ?? 35 ????? ?? 21 ????? ???? ???

?? ??? ?? ?????? ?? ??? ???? ???? ???? ?? ???? ????? ???? ???? ?? ???? ?????? ??????? ?? ?? ??? ???? ???

??? ?????? ?? ??? ?? ?????? ?? ?? ??? ??? ??? ??? ??? ????? ???? ?? ????? ???-???? ?? ???? ??? ?????

???? ????? ?????? ?? ??? ?? ?????? ?????? ?????? ???????? ""?? ??? ??"" ?????? ???"	1
13	"???? ?? ??????

?? ???? ????? ?????? ???? ????

???? ???? ???? ???? ?????? ""?? ??? ????? ??? ?? ??? ????? ???? ???? ?? ??????? ??? ??? ???? ??? ?? ?? ???? ???? ????????? ???? ???? (bonus) ??? ????? ??? ?? ??? ?????? ???? ??? ?? ??? ?????? ??? ??? ??? ???!""

?? ????? ???? ????? ""???? ??? ????? ?? ???? ?? ????? ???? ????? ?? ??? ??? ???? ????? ?? ??? ????-???? ??? ???? ??? ?? ????? ???? ????? 7 ????? ??? ?? ????? ?? ????? ????? ????? ??? ???""

???? ?? ??? ????? ??? ""?? ???? ??? ???? ??? ???? ???? ??? ???? ??? ?? ??? ?????? ?????? ?? ??? ???? ??? ????? ?? ?? ?????? ??????? ???? ??? ?? ???? ???? ???? ????? ???? ????""

???? ???? ????? ""????? ?? ???? ???? (?? ?? ???? ???-??? ????)? ???? ??????? ??standard ?? ????? ???? ????? ???’?? ?? ???? ??? ?????? ????? ???? ?? ??? ?????? ??? ??? ????? ?? ???? ???? ????""

???? ????? ""?? ?? ???? 30 ??? ???? ?? ??? ???? ?? ??? 30 ??? ???? ??? ????? ?? ?? ??? ??? 4 ???? ??? ???? ?? ???? ????? ?? ???? ???"""	1
14	"???? ???-??? ???? ??? ???? ?? ??? ???

????? ????? ????? ?? ?? ???? ???? ?? ?? ??? ??? ?????? ?? ?? ??? ??? ?? ??? ????? ????? ????? ??? ????? ???

?? ????? ?? ????? ???? ?? ????? ??? ???? (deficit) ???? ??? ??? ??? ???????? ???

??? ????? ??? ?? ???? ?? ??? ??? ???? ????? ?????? ????? ???? ??? ???? ???? ??? ?? ??? ?????"	1
15	"???? ???? ??? ???? ???? ???

??? ?????? ??? ??? ???? ?? ????? ?? ???? ??? ?? ???? ??????? ???? ?????? ?? ????? ???? ???? ??? ????

???? ?? ?? ????? ??? ???? ?????? ???? ?? ?? ????? ?? ?? ??? ??? ??? ?? ???? ???? ?????? ????? ???

??? ????? ?? ?? ??? ?? ?????? ?? ??? ???? ??? ?? 51 ? 49 ?? ????? ???? ??? ?? ????? ?? ????? ??? ?? ???? ????

???? ????? ??? ??????? ??? ??????? ?? ???? ???? ?????? (?????) ???? ??? ?????? ?? ????? ???? ??? ??? ????

??? ????? ?? ??? ????? ?????? ?? 2017 ????? ??? ???? ?? ???? ?????? ?? ??? ????-???? ?? ???? ?? ???? ??? ???? ????

?? ?????? ???? ?? ??? ????? ????? ???? (welfare reform) ?? ????? ????? ???? ?? ???? ?????? ?? ?? ?? ?????? ????? ?? ???? ????? ??? ????"	1
16	"???? ???? ???? ??? ??? ????

??-???? ???-??? ????? ?? ????? ?? ??? ?? ??? ??? ????? ?????? ???? ?28 ???? ???? ?? ???? ?????

?? ??? ?? ??? 25 ??? ?? ???? ?? ??? ????? ???? ????? ???? ??? ?? ???? ?? ??? ?? ?????? ?? ??? ???? ??? ?? 51 ?? 100 ????? ???? ???

?????? ???? ?? ???? ?? ??? ??? ????? ??? ???-??? ?? ???? ?? ??? ????? ???? ????

?? ??? ?? ??? ?1.5 ????? ??? ?? ????? ?? ?? ?? ??’? ?????? ???? ???? ???? ??????? ??? ?? ???? ????????

?? ??? ?? 30 ??? ?? ????? ????? ???? ????? ??? ??? ???? ????? ???? ???? ?? ?? ?? ???? ""??? ????"" ???? ???? ???"	1
17	"?? ?? ??? ?????? ???? ????? ??? ??? ?? ????? ???? ???? ?????? ??? ???? ?? ??? ?? ??? ?? ?? ??? ???? ???

?????? ???? ??????? ???? ?? ????? ???? (Twitter) ???? ???? ??? ??? ???? ?? ???? ???? ?? ?? ??? ??? ?? (Obamacare) ???? ?????? ""??? ?? ??? ????"" ??? ???? ????

??? ????? ?? ?? ??? ?? ?? ???? ???? ????? ""???? ??? ???"" ??? ????? ???????

???? ???? ?? ??? ?? ???? ??? ""???? ?? ???? ?? ???? ??? ??? ?? ??? ?? ??? ???????? ?? ?? ???? ???"" ??? ??? ????

???? ?? ?? ???? ????? ?? ???? ???? ?? ?????? ?? ??? ?? ?????? ?? ??? ??? ??? ????? ?? ???? ????? ?? ??? ??????"	1
18	"???? ??-?????? ??? ???? ?? ????????

?? ?? ?? ??? ???? ??? ???? ???? ??? ???? ?? ???? ??????? ?? ??? ???? ??? ??? ?? ???? ??? ??-?????? ???? ?????

?????? ?? ???? ??? ??? ??? ???? ???? ???? ?? ??????? ??? ?? ????? ??? ?? ??? ?????? ???? ???

?? ??? ??? ???? ?? ??? ?? ?? 2016 ??? ???? ????? ???? ???? ???-???? ????? ???

??? ?? ?? ??? ?? ??? ????? ???? ???? ????"	1
19	"???? ?? ??????

???? ??? ?????? ???? ?? ????

???? ?????? ???? ?? ?? ???? ??-??? ?? ??? ???? ??? ???? ??? ?????? ?? ??? ???? ?????? ???? ?? ???? ??? ??? ????

???? ?????? ???? ????? ???? ?????? ???? ???? ??? ????-???-???? ????? ???? ???

?? ??? ?? ?? ??? ??????? ????? ?? ???? ??????? ??? ???? ??????? ?? ?? ???? ???? ?? ??? ?? ?? ?????

???-???-???? ?????? ?????? ???? ??? ?? ??? ???? ??? ??? ????? ???? ??? ?????? ???? ???? ????

?????? ???-???-???? ???? ??????? ?? ???-??? ????? ????? ????? ??? ?????? ?? ??? ??? ?? ??? ???? ???? ???? ????

?? ??? ?????? ?? ???? ???? ?? ???? ???? ????? ???? ?????? ????? ???? ??-??? ???’?? ???? ??? ?? ???? ????? ??? ?? ???? ?????? ???? ????

??? ?? ??? ????? ??? ?? ?? ??? ?? ???? ?? ??? ??? (Fox News) ??? ?? ????? ???? ??? ???? ???"	1
20	"???? ?? ?? ??? ?????? ???? ???? ?? ????

?? ????? ??? ?????? ???? ???? ????? ???? ??? ?? ??? ???? ???? ????? ???? ???? ??? ?? ???? ????? ?? ??? ?????

?? ?? ??? ??? ???? ??-????? ?? ??? ????? ???? ???? ???? ???? ?? ??? ??? ????? ???? ???? ??? ""????????"" (emoluments) ???? ?? ???? ????? ?????

?? ??? ??-???? ???? ?? ??? ???? ?????? ??? ??? ??? ??? ??? ??? ?? ???? ?????? ????? ???? ???? ?? ?????? ?? ??? ???? ?????? ???

??? ????? ?????? ???? ????? ????? ??? ?? ????? ?? ?????? ???? ?? ????? ?? ?? ??? ?? ??? ????? ?? ??? ????? ????? ?????

?? ??? ????? ?? ?? ???? ?? ??? ?????? ?? ??? ??? ????? ?? ?? ?? ????? ???? ?????? ??? ??? ??? ????? ???? ?? ????? ??? ?? ???? ?????? ????? ????? ???

?????? ?? ?? ??? ???? (Congress) ?? ??? ?? ????? ???? ?? ??? ???? ""??? ??? ??? ??"" ??? ?? ????

????? ??? ???? ?? ??? ?? ????? ???? ????? ??? ???? ?? ???? ????? ???? ?????? ???? ????? ?????"	1
21	"??? ????? ?????? ????

?? ??????? ????? ??? ??? ???? 81 ???? ??? ???? ??? ?? ???? ??? ???? ?? ????? ??????? ?????? ????? ???? ?? ??? ???? ??? ??-?? ???? ??? ?? ?? ????? ?? ??????? ??? ?? ?? ??? ?? ?? ?????? ??? ????? ""??? ?? ??? ??? ???????"" ???? ????? ???? ?? ?????? ?? ???? ?? ???? ????? ???? ???????"	1
22	"?? ???? ????? ?????? ???? ????

???? ???? ???? ?? ?? ?? ??? ???? ??? ????? ?? ??? ????? ?? ??????? ??? ???? ??? ?? ?????? ????????? ?? ???? ??? ???? ????? ??? ???? ??? ?????

???? ??? ??? ?????? ?? ??? ?? ?? ?? ???? ??? ??? ???? ???????? ???? ?? ???? ??? ????? ???????

???? ??? ????? ???? ???? ?? ??? 10 ??? ?? ???? ??? ?? ???? ????

???? ???? ?????? ????? ????? ????? ???? ???? ???? ?????? ?? ????? ??? ????? ?? ?? ???? ????"	1
23	"???? ??-???? ?? ??? ??? ??????

?? ????? ??-???? ?? ??? ?? ??? ??? ??? ??????? ???? ???? ????? ??? ?? ??? ??-????? ?????? ?? ????? ???????? ???? ???? ????? ??? ???? ??? ???’?? ???? ??-???? ??? ???? ??? ??? ????? ????? ??? ?????? ?? ???? ??? ?? ???? ??? ??????? ?? ??? ??? ??? ????? ?? ??? ??? ???? ?????? ??? ????? ??? ???? ?? ???? ????? ???? ??? ???"	1
24	"??? ????? ?????? ????

?? ??????? ????? ??? ??? ???? 81 ???? ??? ???? ??? ?? ???? ??? ???? ?? ????? ??????? ?????? ????? ???? ?? ??? ???? ??? ??-?? ???? ??? ?? ?? ????? ?? ??????? ??? ?? ?? ??? ?? ?? ?????? ??? ????? ""??? ?? ??? ??? ???????"" ???? ????? ???? ?? ?????? ?? ???? ?? ???? ????? ???? ???????"	1
25	"???? ????? ??? ?????

?? ??? ???? ??? ????? ?? ????? ?? ??? ???? ???? ???? ?? ????? ??? ?????? ???? ??? ??? ?? ?? ??? ?????? ???? ??? ?? 19 ??? ??? ?? ?????? ???? ?????? ????? ?????? ?????? ????? ????? ???? 81 ???? ??? ???? ?? ???? ?? ??? ?????? ???? ???"	1
26	"????? ????? ????? ??????? ?????

??-??-? (NSA) ?? ??? ???? ????? ????? ??? ?????? ????? ???? ??? ?? ??????? ???? ??? ?? ???? ????? ?? ???? ???? ????? ??? ??? ?? ??? ?? ???? ???? ????? ????? ???? ???? ???? ??? ?? ?? ???? ?? ??? ???? ??? ?? ???? ?????? ?? ?? ?? ?????? ??? ?? ???? ?????? ????"	1
27	"???? ?????? ???? ????? ???

?????? ???? ????? ?? ?? ????? ??? ??? ??? ??? ?? ????? ????? ?????? ?????? ????? ?? ??? ?? ??? ????? ???? ???? ?? ???? ?? ?????? ?????? ""?? ?? ???? ??? ??? ?? ?????? ?????? ?? ??? ???!"" ??? ????"	1
28	"???? ?????? ???? ???? ?????

?????? ???? ????? ?? ??? ??? ???? ???? 27 ??? ????? ???? ??? ????? ????? ?? ?? ???? ???? ???-??? (commutation) ?????

????? ?? 2009 ?86 ?? ????? ???? ???? ?????? 8 ??? ??? ???? ?? ?? ??? ???????

?? ??? ?? ????? ??????? ?????? (????? ??? ???? ??? ???) ???’?? ?? 100 ???? ?? ?? ????? ??? ??? ???

????? ?? ??? ?? ???? ????? ??? ???? ??? (?? ???? ?????? ????? ????) ????? ?? ??? ??? ?? ??? ????? ?????"	1
29	"??? ?????? ?????? ?? ?? ?????

??-???? ?????? ????? ??? ?? ?? ????? ???? 51 ?????? ?????? ?? ???? ?????? ??? ??? ?????? ?? ?? ?? ??? ????? ???? ????

??? ??????? ???-?????? ?????? ????? ?? ???? ???????? ?????? ???? ???? ????? ?? ??? ?? ???? ?????

??? ??? ????? ?? ?? ?????? ???? ???? ??? ????? ???? ?? ??? ?? ?????? ??? ????? ???? ?? ???? ???? ???? ????"	1
30	"????? ???? ?? ?????

?? ????? ??-???? ?? ??? ?? ????? ???? ?? ?????? ???? ?2 ?? ?? ???? ?? ???? ?????

?? ??? ?? ??? ?????? ????? ??? ??? ????? ??? ?? ?? ???? ??? ?? ???? ??? ??? ??? ?????? ???

????? ?? ???? ???? ????? ???? ????? ???? ??? ???? ??? ???"	1
31	"???? ?? ??? (Section 702)

?????? ???? ?? ??? ???? ???? ?? ??-??-? (NSA) ????? ?? ?????? ???? ????? ?? ???? ????? ???? ????

?? ?? ?? ???????? ?????? ???? ?? ?????? ??? ?? ??????? ???? ??? ?? ????? ?? ???? ??? ?? ??????? ?????? ????? ???? ????

?? ?? ?31 ???? ?? ????? ???? ?? ??? ?? ????? ??? ??? ????? ???? ??? ??? ???"	1
32	"??? ?? ??? ??? ?? ??? ???

?? ?? ???? ???? ?? ??? ???? ?? ??? ??? (bond market) ?? ????? ??? ??? ?? ?? ?? ???? ?? ???? ?? ??? ??? ???? ?????

?? ??? ?? ?????? ???? ??? ????? ?? ????? ?? ????? ??? ???? ???? ?? ???? ???? ???

??? ????? ??? ????? ??? ??? ?? ?? ?? ??? (inflation) ?????? ?? ?????? ?? ?? ??? ?? ?? ??? ?? ??? ??? ???? ?? ??? ???? ?? ???? ?? ?? ?????

???? ???? ?? ??? ???? ???? ???? (???? 2.6 ????? ???) ?? ???? ???????? ????? ??? ???? ??? ???? ??? ??? 2019 ???? ???? ???"	1
33	"???? ?? ??? (Section 702)

???? ?????? ?? ?? ??? ???? ???? ?? ??-??-? (NSA) ????? ?? ?????? ???? ????? ?? ???? ?? ????? ???? ????

?? ?? ?? ?31 ???? ?? ????? ???? ???? ?? ???? ?? ?? ?? ?? ????? ??? ?? ????? ????? ???? ???

?? ??? ?? ?? ??? ????? ????? ??? ?????? ???? ?? ?????? ??? ?? ??????? ???? ??? ?? ????? ""??????? ???? ???? ??"" ??? ???? ?? ????? ????? ????? ???

??-???? ??? ?? ?? ?? ?? ?????? ??? ??? ???? ??? ?????? ???? ???? ?? ???? ?????"	1
34	"1. ???? ?????? ???? ???? ?????

?????? ???? ????? ?? ??? ??? ???? ???? 27 ??? ????? ???? ??? ????? ????? ?? ?? ???? ???? ???-??? (commutation) ?????

?? ???? ??? ???? ???? ?? ??? ???? ???? ???? (clemency) ???? ?? ???? ??? ???

????? ?? 2009 ?86 ?? ????? ???? ???? ?? ?????? ?? ??? ?? ????? ?? ??-???? ????? ??? ?? ?? ???? ????? ??? ????? ???? ??? ??? ?????? ?????? ??????? ?? ???? ???

??? 30 ???? ????? ?? ????? ????? (?????? ???????)? ???’?? ??? 100 ?? ?? ?????? ?? ??? ??? ????? ??? ????? ?? ??? ??? ????? ?????? ???? ???? ?????"	1
35	"??? ?????? ?????? ?? ?? ?????

??-???? ?????? ????? ??? ?? ?? ????? ???? 51 ?????? ?????? ?? ???? ?????? ??? ??? ?????? ???? ?? ?? ??? ????? ?? ???? ????? ?? ??? ??? ??????

??? ??????? ???-?????? ?????? ????? ??? 20 ??? ?? ???? ?? ???? ??? ???? ????

????? ???? ??? ??? ?????? ?? ???? ???????? ????? ??? ?? ??? ????? ??? ??? ??? ???? ?????? ??? ????? ???

??? ?????? ?????? ???? ??????? ?????? ????? ?? ?????? ??? ????? ?? ??? ?? ???? ????? ?? ??? ?? ?? ??-???? ?? ????? ?? ????? ????? ??? ???? ???"	1
36	"???? ?? ??????

 ?? ????? ??? ???? ?? ?????

?? ???? ????? ?? ??-???? ?? ???? ???? ???? ??? ???? ???? ????? ???? ?? ?????? ???? ?2 ?? ?? ???? ?? ???? ?????

?? 66 ??? ?????? ??? ?? ???? ????? ???? ???? ?? ??? ????? ??? ??? ?????? ????? ???? ??? ????? ?? ???? ????? ?? ??? ?? ??? ???? ??? ????? ??? ???? ???

????? ?? ??? ????? ???? ???? ??? ?? ?? ?? ???? ???? ???

????? ???? ??? ????? ?? ?? ????? ?? ??? ?????? ????? ??? ??? ?? ??? ?? 2019 ??? ??? ?????? ??? ?? ???? ??? ?? ?? ???? ??? ??? ?????? ???"	1
37	"???? ?? ??? ?????? (Section 702)

???? ?????? ?? ?? ??? ???? ???? ?? ??-??-? (NSA) ????? ?? ?????? ???? ????? ?? ???? ?? ????? ???? ????

?? ???? ?? ?? ?? ?? ?? ????? ?? ???? ??? ?? ?????? ???? ???? ?? ?? ??? ?? ???? ???? ??? ?? ?? ???? ??? ???? ?? ??????? (privacy reforms) ???? ????? ????? ?? ?????

?? ?? ?? ??-???? ?? ??? ???? ??? ????? ???? ?????? ???? ???? ??? ?? ??? ???? ?? ?31 ???? ???? ???

?? ???? ?? ??? ?? ?????? ?? ??? ????? ??? ??? ???? ?? ?????? ?? ?? ???? ??????"	1
38	"?????? ??? ???? ???? ???? ???? ???

???? ??? ????? ?????? ???? ?? ?? ??? ??? ???? ?? ???? ???? ?? ???? ??? ?? ???? ????? ??????

??? ???????? ?? ????? ?? ???? ?? ??? ??? ??? ""???? ?????"" ?? ???? ???? ????

?????? ???? ???? ??? ?? ??? ??? ?? ????? ?????? ?? ??? ???? ?? ?????? ??? ?? ??? ?? ?? ?? ????? ???? ????? ??? ??? ??? ?????? ??????"	1
39	"??? ????? ?? ??? ?? ??? ?? ??? ??

?????? ???? ???-???? (?? ?? ???? ?? ???? ???????)? ?? ?? ?? ??? ??? (SALT) ???? ?? ?? ???? ??? ????? ??? ?? ?????? ???? ????

?? ??? ??? ???? ?? ???-???? ??? ????? ???? ??? ???? ?????? ??? ??? ??? ???? ""????"" (Blue States) ???-???? ??? ???

?? ?? ?? ????? ?? ?? ?? ???? ??? ??? ??? ?????? ??? ????? ??????? ?? ?? ????? ?? ?????? ??? ???? ?? ????? ?? ??? (mid-term election) ??? ?? ???? ?????

??? ???-????? ?? ?? ?? ???? ????? ??? ???-???? (States' Rights) ???? ?? ???? ????? ????"	1
40	"??? ?? ??? ?? ?? ??? ??

?? ????? ??? ???? ?? ???? ?? ??? ?? ??? ?? ???? ??? ?? ?? ???? ????

????? ??? ?? ???? ???? ?? ?? ??? ??? ??? ??? ?? ?????? ????? ??????? ???? ???? ????? ???? ??? ????

?? ??? ???? ??? ?? ?? ????? ??? ?? ?? ??? ?? ?? ????? ??? ?3.4 ???? ??????? ??? ???? ???? ???? ???? ???? ??? ???

??? ?? ?? ???? ???? ???? ?? ?? ?? ?????? ?? ??? ???? ??? ?? ?? ?????"	1
