id,Tigrigna_translated_text,label
72,"ሰናተር ማይክ ሊ ነቲ ናይ ግብሪ ሕጊ ክድግፎ ምዃኑ ገሊጹ
ካብ ዩታ (Utah) ዝውከል ሪፓብሊካን ሰናተር ማይክ ሊ፡ ነቲ ሓድሽ ናይ ግብሪ ምንካይ ሕጊ (Tax Cuts and Jobs Act) ክድግፎ ምዃኑ ኣፍሊጡ። እዚ ሕጊ እዚ ንስድራቤታት ዩታ ከም ዝጠቅም ድሕሪ ምርግጋጹ፡ ""ብኩርዓት ክድምጽ እየ"" ኢሉ ኣሎ። ሪፓብሊካን ኣብ ሴኔት ብጸቢብ ብልጫ (52-48) ስለዘለዉ፡ ካብ ክልተ ሰባት ንላዕሊ ክቃወምዎም የብሎምን። ሕጂ ውሳነኦም ዘይገለጹ ክልተ ሰናተራት (ሱዛን ኮሊንስን ጀፍ ፍሌክን) ጥራይ ተሪፎም ኣለዉ። ጆን ማኬይን ድማ ብሰንኪ ሕማም ኣብቲ ድምጺ ኣይክሳተፍን እዩ።",1
73,"ሓድሽ ስትራተጂ ሃገራዊ ድሕነት ፕረዚደንት ትራምፕ
ፕረዚደንት ዶናልድ ትራምፕ፡ ቁጠባዊ ድሕነት ዘጠቓለለ ሓድሽ ናይ ሃገራዊ ድሕነት ስትራተጂ ኣፋሊጡ።

ፓኪስታን፦ ፓኪስታን ኣንጻር ግብረ-ሽበራ ቆራጽ ስጉምቲ ክትወስድ ሓቲቱ።

ሰሜን ኮርያ፦ ነቲ ካብ ኑክሌርን ሚሳይልን ሰሜን ኮርያ ዝመጽእ ስግኣት ንምግጣም ካልእ ምርጫ ከምዘየለ ገሊጹ።

ወተሃደራዊ ወጽኢት፦ ነቲ ካብ 2013 ጀሚሩ ኣብ ወተሃደራዊ ወጽኢት ተገይሩ ዘሎ ደረት (sequester) ንምልዓል ቃል ኣትዩ ኣሎ። ""ድኻም ናብ ግጭት ይመርሕ፡ መወዳድርቲ ዘይብሉ ሓይሊ ድማ ዝበለጸ ምክልኻል እዩ"" ክብል ስትራተጂኡ ገሊጹ።",1
74,"ሓደጋ ባቡርን ናይ መሰረተ-ልምዓት መደብን
ኣብ ዋሽንግተን ስቴት (DuPont) ንዘጋጠመ ናይ ባቡር ሓደጋ ብምጥቃስ፡ ፕረዚደንት ትራምፕ እቲ ናይ መሰረተ-ልምዓት (Infrastructure) መደብ ብቕልጡፍ ክጸድቕ ከም ዘለዎ ኣገንዚቡ። ኣመሪካ ኣብ ማእከላይ ምብራቕ 7 ትሪልዮን ዶላር ክትከፍል ከላ፡ ኣብ ውሽጢ ሃገር ዘለዉ መገድታት፡ ድልድላትን ባቡራትን ግን ይፈራርሱ ከምዘለዉ ብምግላጽ እዚ ኩነታት ክቕየር ከም ዝግባእ ኣስሚሩሉ ኣሎ።",1
75,"ናይ መወዳእታ ስምምዕ ኣብቲ ታሪኻዊ ናይ ግብሪ ሕጊ
ሪፓብሊካን ኮንግረስ፡ ነቲ ንልዕሊ 30 ዓመት ተገይሩ ዘይፈልጥ ዝዓበየ ናይ ግብሪ ምመሻ (tax overhaul) ናይ መወዳእታ ትሕዝቶኡ ኣፋሊጦም ኣለዉ። ፕረዚደንት ትራምፕ እዚ ሕጊ እዚ ንማእከላይ ኣታዊ ዘለዎም ዜጋታት ""ዓቢ ናይ ልደት (Christmas) ህያብ"" ክኸውን ምዃኑ ገሊጹ። ክልተ ንውሳነአን ክጽበያ ዝጸንሓ ሴናተራት (ማርኮ ሩብዮን ቦብ ኮርከርን) ነቲ ሕጊ ክድግፋ ምዃነን ስለ ዘፍለጣ፡ እቲ ሕጊ ናይ ምጽዳቕ ዕድሉ ኣዝዩ ሰፊሕ ኮይኑ ኣሎ።",1
76,"ቀንዲ ነጥብታት እቲ ሓድሽ ናይ ግብሪ ሕጊ

እቲ ስምምዕ ዘጠቓለሎም ዓበይቲ ለውጢታት፦

ናይ ትካላት ግብሪ (Corporate Tax): ካብ 35% ናብ 21% ክወርድ እዩ። እዚ ትካላት ንዓመታት ክጽበይዎ ዝጸንሑ ለውጢ እዩ።

ናይ ውልቀ-ሰብ ግብሪ (Income Tax Brackets): እቶም ሸውዓተ ናይ ግብሪ ደረጃታት (brackets) ክቕጽሉ እዮም፤ ይኹን እምበር እቲ ዝለዓለ ናይ ግብሪ መጠን ካብ 39.6% ናብ 37% ክወርድ እዩ።

ናይ ቆልዑ ደገፍ (Child Tax Credit): ንሓደ ቆልዓ ዝወሃብ ናይ ግብሪ ደገፍ ናብ $2,000 ክብ ክብል እዩ።

Obamacare: እቲ መድሕን ጥዕና ዘይብሎም ሰባት ዝኸፍልዎ ዝነበሩ ናይ መቕጻዕቲ ክፍሊት (individual mandate) ክሰረዝ እዩ።

ናይ ወጻኢ ሃገራት መኽሰብ (Repatriation): ትካላት ኣመሪካ ኣብ ወጻኢ ሃገራት ዓቂረንኦ ዘለዋ ኣስታት $2.6 ትሪልዮን ዶላር ብትሑት ናይ ግብሪ መጠን ናብ ሃገር ንክመልስኦ ዕድል ክውሃበን እዩ።

ተቓውሞ ደሞክራት፦
ደሞክራት ነቲ ሕጊ ""ንሃብታማትን ንዓበይቲ ትካላትን ዝተዋህበ ህያብ"" ብምባል ይነቅፍዎ ኣለዉ። ሴናተር በርኒ ሳንደርስ ነቲ ሕጊ ""ስነ-ምግባራዊን ቁጠባዊን ነውሪ"" ክብል ገሊጽዎ ኣሎ። እዚ ሕጊ እዚ ኣብ ውሽጢ 10 ዓመት 1 ትሪልዮን ዶላር ዝግመት ናይ ባጀት ሕጽረት (deficit) ክፈጥር ከም ዝኽእል ይገመት።",1
77,"ቤት ምኽሪ ወከልቲ ህዝቢ ንታሪኻዊ ናይ ግብሪ ሕጊ ክድምጽ እዩ
እቲ ብሪፓብሊካን ዝዕብለል ቤት ምኽሪ ወከልቲ ህዝቢ ኣመሪካ፡ ሎሚ ሰሉስ ድሕሪ ቀትሪ (አስታት ሰዓት 1:30 EST) ኣብቲ ሓድሽ ናይ ግብሪ ሕጊ ድምጺ ክህብ ትጽቢት ይግበር። እቲ ሕጊ ኣብ ቤት ምኽሪ ወከልቲ ህዝቢ ምስ ጸደቐ፡ ናብ ሴኔት ክሓልፍ እዩ። ፕረዚደንት ትራምፕ ነቲ ሕጊ ቅድሚ በዓል ልደት ፈሪሙ ንክጸድቕ ዕላማ ገይሩ ኣሎ።",1
78,"ስምምዕ ባጀት ንምክልኻል ዕጽዋ መንግስቲ
ሓላፊ ጉዳያት ሕጊ ቤት ጻዕዳ ማርክ ሾርት፡ ባይቶ ኣመሪካ (ኮንግረስ) ክሳብ ጥሪ ዝጸንሕ ግዜያዊ ናይ ባጀት ሕጊ (short-term spending bill) ከጽድቕ ተስፋ ከም ዘለዎ ገሊጹ። ዕላማኡ ድማ እቲ ኣብዚ ዓርቢ ዘብቅዕ ናይ መንግስቲ ባጀት ተሓዲሱ፡ መንግስቲ ከይዕጾ ንምክልኻል እዩ።",1
79,"ግብሪ ከፈልቲ ምስቲ ሓድሽ ሕጊ ንምስምማዕ ይጋደሉ ኣለዉ
እቲ ሓድሽ ናይ ግብሪ ሕጊ፡ ዜጋታት ካብ ናይ ፈደራል ግብሪ ክንክይሎም ዝኽእሉ ናይ ክፍለ-ሃገራትን ከባቢያዊ ግብርታትን (SALT deductions) ደረት ስለ ዝገበረሉ ($10,000 ጥራይ)፡ ብዙሓት ኣማኸርቲ ፋይናንስን ኣካውንታንትታትን ትርፊ ሰዓታት ይሰርሑ ኣለዉ።

ለውጢ መመላኽዒ፦ እቲ ሓድሽ ሕጊ ነቲ ""Standard Deduction"" (ዘይተዘርዘረ ምንካይ ግብሪ) ዕጽፊ እኳ እንተገበሮ፡ ንብዙሓት ሃብታማትን ኣብ ዝለዓለ ግብሪ ዘለወን ክፍለ-ሃገራት ዝነብሩን ግን ክሃስዮም ይኽእል እዩ።

ናይ ቅድመ-ክፍሊት ጉያ፦ ገለ ግብሪ ከፈልቲ፡ እቲ ሓድሽ ሕጊ ቅድሚ ጥሪ 1 ምጅማሩ፡ ናይ 2017 ግብሮም ቀዲሞም ብምኽፋል ዝለዓለ ናይ ግብሪ ምንካይ ክረኽቡ ይጽዕሩ ኣለዉ። ይኹን እምበር፡ ሚኒስትሪ ገንዘብ ኣመሪካ (Treasury) ናይ 2018 ግብሪ ቀዲምካ ምኽፋል ኣብዚ ዓመት እዚ ተቀባልነት ከምዘይብሉ ኣፍሊጡ ኣሎ።",1
80,"ሰናተር ጆን ማኬይን ካብቲ ናይ ግብሪ ሕጊ ድምጺ ክበኩር እዩ
ሰናተር ጆን ማኬይን ብሰንኪ ዝርከበሉ ዘሎ ናይ ሓንጎል መንሽሮ (brain cancer) ሕክምናዊ ክንክን ንምርካብ ናብ ዓዱ ኣሪዞና ተመሊሱ ኣሎ። በዚ ምኽንያት ድማ ኣብቲ ሎሚ ሰሉስ ዝካየድ ናይ ግብሪ ሕጊ ምመሻ (tax overhaul) ድምጺ ኣይክሳተፍን እዩ። ይኹን እምበር፡ ላዕለዎት ሰበ-ስልጣን ሪፓብሊካን ማኬይን እኳ እንተዘይሃለወ እቲ ሕጊ ከም ዝጸድቕ ዘለዎም እምነት ገሊጾም ኣለዉ።",1
81,"ፕረዚደንት ትራምፕ ንሮበርት ሙለር ካብ ስራሕ ናይ ምስጓግ ሓሳብ የብሉን
ፕረዚደንት ዶናልድ ትራምፕ፡ ነቲ ኣብ ምርጫ 2016 ኢድ ኣእትዎ ሩስያን ምስኡ ዝተኣሳሰሩ ክስታትን ዝመረምር ዘሎ ፍሉይ መርማሪ ሮበርት ሙለር (Robert Mueller) ካብ ስራሕ ክሰጉጎ ይሓስብ ከምዘሎ ምስ ተሓተተ፡ ""ኣይፋለይን፡ ኣይሓስብን ኣለኹ"" ክብል መሊሱ። ደሞክራት፡ ትራምፕ ነቲ መርመራ ንምዕጋት ንሙለር ክሰጉጎ ይኽእል እዩ ዝብል ስግኣት ክገልጹ ጸኒሖም እዮም።",1
82,"ክሲ ኣብ ልዕሊ ሙለር ብዛዕባ ""ዘይሕጋዊ"" ምርካብ ኢሜይላት
ናይ ስግግር ጉጅለ ፕረዚደንት ትራምፕ (Trump for America, Inc.)፡ ፍሉይ መርማሪ ሮበርት ሙለር ኣሽሓት ኢሜይላት ብዘይሕጋዊ መገዲ ካብ ትካል GSA ረኺቡ ክብል ከሲሱ።

እቲ ክሲ፦ እቶም ኢሜይላት ናይ ውልቀ ትካል ንብረት ስለ ዝኾኑ፡ ሙለር ብዘይ ፍቓድ ክረኽቦም ኣይነበሮን ዝብል እዩ።

መልሲ ሙለር፦ ቤት ጽሕፈት ሙለር ብወገኑ፡ ዝኾነ ዝረኸቦ ኢሜይል ወይ ብፍቓድ ዋንኡ ወይ ድማ ብሕጋዊ ናይ መርመራ መስርህ (criminal process) ዝረኸቦ ምዃኑ ገሊጹ።

ፖለቲካዊ ጽልዋ፦ እዚ ምስሕሓብ እዚ ኣብ መንጎ ደገፍቲ ትራምፕን መርመርቲ ሙለርን ዘሎ ወጥሪ የጋድዶ ኣሎ። ደሞክራት፡ ሪፓብሊካን ነቲ መርመራ ንምዝራግ ዝገብርዎ ዘለዉ ጻዕሪ እዩ ክብሉ ይገልጽዎ።",1
83,"ጸብጻብ ዜና ብትግርኛ፦

1. ክትዕ ኣብ ልዕሊ ""ዝተኸልከሉ ቃላት"" ኣብ ትካላት ጥዕና ኣመሪካ
ምምሕዳር ትራምፕ፡ ንትካላት ሚኒስትሪ ጥዕና (HHS) ኣብ ናይ ባጀት ሰነዳቶም ከይጥቀሙሎም ዝተኸልከሉ ሸውዓተ ቃላት ዝርዝር ሂቡ ተባሂሉ ብጋዜጣ ዋሽንግተን ፖስት ተገሊጹ።

እቶም ቃላት፦ ""vulnerable"" (ተቓላዓይ)፡ ""diversity"" (ብዝሓነት)፡ ""transgender"" (ጾታ ዝቀየሩ)፡ ""fetus"" (ጽንሲ)፡ ከምኡ እውን ""science-based"" (ኣብ ስነ-ፍልጠት ዝተሰረተ) ዝብሉ ይርከብዎም።

መልሲ ሚኒስትሪ ጥዕና፦ እቲ ትካል ነቲ ጸብጻብ ብምቅዋም፡ ""ቃላት ተኸልኪሎም ዝብል ኣበሃህላ ጌጋ እዩ"" ኢሉ ኣሎ። ይኹን እምበር፡ ኣብ ክንዲ ""Affordable Care Act"" ዝብል ስም ""Obamacare"" ክጥቀሙ መምርሒ ከም ዝወረደ ተገሊጹ።",1
84,"ሩበን ኪዌን ብሰንኪ ክሲ ጾታዊ ትንኮሳ ካብ ምርጫ ወጽዩ
ኣባል ባይቶ ወከልቲ ህዝቢ ሩበን ኪዌን (ደሞክራት-ነቫዳ)፡ ዝቐረበሉ ናይ ጾታዊ ትንኮሳ ክሲታት ስዒቡ፡ ኣብ ዝቕጽል ምርጫ ከም ዘይወዳደር ኣፍሊጡ። ኪዌን ነቲ ክሲ እኳ እንተነጸጎ፡ እቲ ጕዳይ ንናይ ምርጫ ቅስቀሳኡ ከይዕንቅፎ ብምባል እዩ ካብ ውድድር ወጽዩ። ኣብዚ ቀረባ እዋን፡ ብተመሳሳሊ ክሲታት ዝተፈላለዩ ኣባላት ኮንግረስ (ከም ጆን ኮንየርስን ኣል ፍራንከንን) ካብ ስራሕ ከም ዝለቀቁ ይፍለጥ።",1
85,"ሓድሽ ስትራተጂ ሃገራዊ ድሕነትን ጽልዋ ቻይናን
ፕረዚደንት ትራምፕ ""ኣመሪካ ትቐድም"" (America First) ዝብል ሓድሽ ናይ ሃገራዊ ድሕነት ስትራተጂ ከፋልጥ እዩ።

ቻይና ከም ተቐዳዳሚት፦ እቲ ስትራተጂ ንቻይና ከም ቀንዲ ቁጠባዊት ተቐዳዳሚት ኣመሪካ ገይሩ ይወስዳ። ቻይና ኣብ ልዕሊ ሰሜን ኮርያ ጸቕጢ ንክትገብርን ንንግዳዊ ኣገባባታ ንክትቅይርን ጻውዒት ክቐርብ እዩ።

ለውጢ کەባብ (Climate Change)፦ እቲ ሓድሽ ስትራተጂ፡ ንለውጢ کەባብ ከም ስግኣት ሃገራዊ ድሕነት ገይሩ ዝወስድ ኣረኣእያ ምምሕዳር ኦባማ ክስርዞ ተኽእሎ ኣሎ።",1
86,"መልእኽታት ፕረዚደንት ትራምፕ ኣብ ትዊተር

ምረቓ ኳንቲኮ (Quantico)፦ ፕረዚደንት ትራምፕ ንተመረቕቲ ሃገራዊ ኣካዳሚ ኳንቲኮ ናይ እንቋዕ ኣሕጎሰኩም መልእኽቲ ኣመሓላሊፉ። ነቶም ""ሰማያዊ ለባሶም"" (Men and Women in Blue) ዝበሎም ኣባላት ፖሊስን ሸሪፍን ድማ ንዘርእይዎ መስዋእቲ ኣመስጊኑ።

ዑደት ወተሃደራዊ ክፍሊ፦ ኣብ ኳንቲኮ ቨርጂንያ ንዝርከብ ክፍሊ ሄሊኮፕተር ማሪን (HMX-1) ምብጻሕ ከም ዝገበረን፡ ከም ላዕለዋይ ኣዛዚ ሰራዊት መጠን ንወተሃደራት ኣመሪካ ከም ዘኽብሮምን ገሊጹ።

ቁጠባ፦ ዕዳጋታት ብርኪ Dow, S&P 500, ከምኡ እውን NASDAQ ክብረ-ወሰን (record highs) ሰቢሮም ከም ዝወዓሉ ብሓጎስ ገሊጹ።",1
87,"ናይ ኤሌክትሪክ መካይን ደገፍ ግብሪ (Electric Vehicle Tax Credit) ኣይክተርፍን እዩ
እቲ ብሪፓብሊካን ዘቕረብዎ ናይ መወዳእታ ናይ ግብሪ ሕጊ፡ ነቲ ንዓደግቲ መካይን ኤሌክትሪክ ዝወሃብ ዝነበረ ናይ $7,500 ናይ ግብሪ ደገፍ (credit) ንከይስረዝ ወሲኑ ኣሎ።

ጽልዋኡ፦ እዚ ውሳነ እዚ ነቶም ከም Tesla, GM, Volkswagen, ከምኡ እውን Nissan ዝኣመሰሉ ኣፍረይቲ መካይን ዓቢ እፎይታ እዩ።

ዕላማ፦ እዚ ደገፍ እዚ ንሓደስቲ ተክኖሎጂታት ንምትብባዕን ናይ ስራሕ ዕድላት ንምፍጣርን ዝዓለመ እዩ።",1
88,"ሚኒስተር ፍትሒ ጀፍ ሴሽንስ ንትካል FBI ተጣቢቑ
ሚኒስተር ፍትሒ ጀፍ ሴሽንስ (Jeff Sessions)፡ ድሕሪቲ ፕረዚደንት ትራምፕ ""ስም FBI ተበላሽዩ እዩ"" ክብል ዝሃቦ ነቐፌታ፡ ነቲ ትካል ብመጠኑ ዝከላኸል ርእይቶ ሂቡ።

እቲ ምስሕሓብ፦ ሓደ ኣባል FBI ኣንጻር ትራምፕ ዘንጸባርቕ መልእኽትታት ምስ ሓንቲ ናይቲ ትካል ጠበቓ ስለ ዝተለዋወጠ፡ ሪፓብሊካን ኣብ ልዕሊ FBI ዘለዎም እምነት ቀኒሱ እዩ።

ርእይቶ ሴሽንስ፦ ሴሽንስ ""FBI ኣብ መላእ ሃገር ብዝለዓለ ደረጃ ስርሑ ኣይሰርሕን ዘሎ ዝብል ኣረኣእያ የብለይን"" ኢሉ፤ ይኹን እምበር ከምቲ ካልኦት ላዕለዎት ሰበ-ስልጣን ዝገበርዎ ብውዕውዕ ስምዒት ኣይኮነን ተጣቢቑ።",1
89,"ምርመራ ስነ-ምግባር ኣብ ልዕሊ ኣባላት ኮንግረስ
ቤት ምኽሪ ወከልቲ ህዝቢ ኣመሪካ፡ ኣብ ልዕሊ ዲሞክራት ሩበን ኪዌን (Ruben Kihuen) ብሰንኪ ዝቐረበሉ ናይ ጾታዊ ትንኮሳ ክሲ ወግዓዊ ምርመራ ጀሚሩ ኣሎ። ኪዌን ምስቲ ምርመራ ንምትሕብባር ድሉው ምዃኑ ገሊጹ። ብተወሳኺ፡ ካልኣይ ዲሞክራት ኣባል ኮንግረስ ቦቢ ስኮት (Bobby Scott)፡ ብተመሳሳሊ ክሲ ተኸሲሱ እኳ እንተሃለወ፡ ንሱ ግን ነቲ ክሲ ብትሪ ነጺግዎ ኣሎ። እዚ ኩነታት እዚ ኮንግረስ ንሕግታት ጾታዊ ትንኮሳ ንምምሻእ ይሰርሕ ኣብ ዘለሉ እዋን ዝመጸ እዩ።",1
90,"ፖል ማናፎርት ካብ ናይ ገዛ ማእሰርቲ ክፍታሕ እዩ
ሓንቲ ናይ ፌደራል ዳኛ፡ እቲ ናይ ቀደም ናይ ትራምፕ ወፍሪ መሪሕ ዝነበረ ፖል ማናፎርት (Paul Manafort)፡ ዝተቐመጡ ቅድመ-ኩነታት ምስ ኣማልአ ካብ ናይ ገዛ ማእሰርቲ ንክወጽእ ወሲና። ማናፎርት ኣርባዕተ ናይ ውልቀ ንብረታቱ (ኣባይቲ) ከም መውሓስ ($10 million) ከትሕዝ ተሰማሚዑ ኣሎ። ማናፎርት ብገበን ምጭብርባር ገንዘብን ንሩስያ ምስ ዝድግፍ ናይ ቀደም ፕረዚደንት ዩክሬን ብምስራሕን ብፍሉይ መርማሪ ሮበርት ሙለር ይኽሰስ ከምዘሎ ይፍለጥ።",1
91,"ሰናተር ቦብ ኮርከር ነቲ ናይ ግብሪ ሕጊ ክድግፎ ምዃኑ ገሊጹ
እቲ ብንጽኑዕ ቁጠባዊ ኣተሓሳስባኡን ነቐፌታኡን ዝፍለጥ ሪፓብሊካን ሰናተር ቦብ ኮርከር (Bob Corker)፡ ነቲ ኣብ ዝቕጽል ሰሙን ድምጺ ዝወሃበሉ ናይ ግብሪ ምመሻ (tax overhaul) ክድግፎ ምዃኑ ኣፍሊጡ። ኮርከር ቅድሚ ሕጂ እቲ ሕጊ ኣብ ናይ ሃገር ባጀት ሕጽረት (deficit) ከየምጽእ ስግኣት ነይርዎ እዩ። እዚ ናቱ ድጋፍ ንሪፓብሊካን ዓቢ ዓወት እዩ።",1
92,"ማርኮ ሩብዮ ነቲ ናይ ግብሪ ሕጊ ክድግፎ ተሰማሚዑ
ሴናተር ማርኮ ሩብዮ፡ እቲ ንቆልዑ ዝወሃብ ናይ ግብሪ ደገፍ (Child Tax Credit) ዝምለስ ክፋሉ (refundability) ካብ 55% ናብ 70% ክብ ምስ በለ፡ ነቲ ሕጊ ክድግፎ ምዃኑ ኣፍሊጡ።

ለውጢ፦ እቲ ዝምለስ መጠን ገንዘብ ካብ $1,000 ናብ $1,400 ክብ ኢሉ ኣሎ።

ኣገዳስነት፦ እዚ ንሪፓብሊካን ዓቢ ዓወት እዩ፤ ምኽንያቱ ሩብዮ ድምጺ እንተዘይህብ ነይሩ እቲ ሕጊ ናይ ምውዳቕ ዕድል ነይርዎ።",1
93,"ናይ መወዳእታ ትሕዝቶ እቲ ሕጊ ክግለጽ እዩ
ኣቦ መንበር ኮሚቴ ""House Ways and Means"" ኬቪን ብራዲ፡ ሪፓብሊካን ነቲ ናይ መወዳእታ ናይ ግብሪ ሕጊ ኣዳልዮም ከም ዝወድኡን ዝርዝሩ ድማ ኣብ ውሽጢ ሒደት ሰዓታት (ዓርቢ ምሸት) ዕላዊ ከም ዝገብርዎን ሓቢሩ። እቲ ድምጺ ኣብ ዝቕጽል ሰሙን ክካየድ ትጽቢት ይግበር።",1
94,"ቴድ ክሩዝ ኣብ ልዕሊ ""renewable fuel credits"" ደረት ክግበር ሓቲቱ
ሴናተር ቴድ ክሩዝ፡ ነዳዲ ዘጻርዩ ትካላት (refiners) ምስቲ ናይ ባዮ-ፊዩል (biofuels) ፖሊሲ ንክሰማምዑ ንምሕጋዝ፡ ኣብ ሓደ ክሬዲት (RINs) ናይ 10 ሳንቲም ደረት ንክግበር ሓሳብ ኣቕሪቡ ኣሎ።

እቲ ክርክር፦ ነዳዲ ዘጻርዩ ትካላት እዚ ሕጊ እዚ ሚልዮናት ዶላራት የኽስረና ኣሎ ክብሉ ከለዉ፤ ሓረስቶትን ኣፍረይቲ ኢታኖልን ግን እቲ መደብ ክሕለወሎም ይጽውዑ ኣለዉ።

ሕጂ ዘሎ ዋጋ፦ ዋጋ እዞም ክሬዲታት ሕጂ ኣስታት 70 ሳንቲም ኮይኑ፡ እቲ ብቴድ ክሩዝ ዝቐረበ ናይ 10 ሳንቲም ደረት ካብቲ ሕጂ ዘሎ ዋጋ ኣዝዩ ዝተሓተ እዩ።",1
95,"ፕረዚደንት ትራምፕ ንሮይ ሙር ስዕረቱ ክእመን ጸዊዑ
ፕረዚደንት ዶናልድ ትራምፕ፡ እቲ ኣብ ምርጫ ኣላባማ ዝተሳዕረ ሪፓብሊካን ሮይ ሙር (Roy Moore)፡ ንደሞክራት ዶግ ጆንስ (Doug Jones) ከም ዝተዓወተ ኣሚኑ ስዕረቱ ክቕበል ጸዊዑ። ሮይ ሙር ብሰንኪ ዝቐረበሉ ናይ ጾታዊ ትንኮሳ ክሲታት ኣብቲ ድምጺ ብ1.5% ተሳዒሩ እዩ፤ ይኹን እምበር ክሳብ ሕጂ ስዕረቱ ኣይተቀበለን። እዚ ናይ ዶግ ጆንስ ዓወት፡ ኣብ ሴኔት ዘሎ ናይ ሪፓብሊካን ብልጫ ናብ 51 ጥራይ ዘጸብብ እዩ።",1
96,"ውሳነ FCC ኣብ ልዕሊ ""Net Neutrality"" ንመንእሰያት የቆጥዕ ኣሎ
ትካል ፌደራል ኮሚዩኒኬሽን (FCC) ነቲ ""Net Neutrality"" (ማዕርነት ኢንተርነት) ዝብል ሕጊ ንምስራዝ ብምውሳኑ፡ ደሞክራት እዚ ጉዳይ እዚ ንመንእሰያት ኣንቀሳቒሱ ኣብ ምርጫ 2018 ንዓወት ከብጽሖም ተስፋ ይገብሩ ኣለዉ።

እቲ ክርክር፦ እቲ ሓድሽ ውሳነ፡ ኣቕረብቲ ኢንተርነት ንገለ ወብሳይታት ፍጥነት ንክውስኹሎም ወይ ንክንክዩሎም ስልጣን ዝህብ እዩ።

ፖለቲካዊ ጽልዋ፦ መንእሰያት ኣብ ኢንተርነት ዝያዳ ግዜ ስለ ዘሕልፉ፡ እዚ ውሳነ እዚ ኣብ ልዕሊ ሪፓብሊካን ጽልኢ ክፈጥር ከም ዝኽእል ይገመት። ደሞክራት ነዚ ዕድል ተጠቂሞም ኣብ ምርጫታት ኮንግረስ ንምዕዋት ይሰርሑ ኣለዉ።",1
97,"መልእኽታት ፕረዚደንት ትራምፕ ኣብ ትዊተር

ግብሪ፦ እቲ ናይ ግብሪ ምንካይ ሕጊ ጽቡቕ ይኸይድ ከምዘሎን፡ ዕዳጋታት ብርኪ ድማ ክብረ-ወሰን ይሰብሩ ከምዘለዉ ገሊጹ።

ቅነሳ ቢሮክራሲ (Red Tape)፦ ፕረዚደንት ትራምፕ ካብ 1960 ጀሚሩ ዘይተደለዩ ሕግታትን መምርሒታትን (regulations) ኣዝዮም በዚሖም ከም ዝነበሩ ብምጥቃስ፡ ነዞም ንኢንዱስትሪታት ኣመሪካ ዝቐይዱ ""ቀይሕ ሪባን"" (Red Tape) ንምቑራጽ ቃል ኣትዩ። ኣብ 1960 ኣስታት 20,000 ገጻት ዝነበረ ናይ መምርሒ መጻሕፍቲ፡ ሕጂ ናብ 185,000 ገጻት ከም ዝበጽሐ ኣርእዩ።",1
98,"ጸብጻብ ዜና ብትግርኛ፦

1. ካምብሪጅ ኣናሊቲካ (Cambridge Analytica) ምስ ዊኪሊክስ ዝነበሮ ርክብ ይምርመር ኣሎ
ቤት ምኽሪ ወከልቲ ህዝቢ ኣመሪካ፡ ሓላፊ እቲ ናይ ዳታ ትንተና ትካል ዝኾነ ኣለክሳንደር ኒክስ፡ ምስ ዊኪሊክስ ብምዃን ነቶም ካብ ናይ ሂላሪ ክሊንተን ሰርቨር ዝጠፍኡ 33,000 ኢሜይላት ንምርካብ ዝገበሮ ጻዕሪ ይምርምር ኣሎ።

እቲ ክሲ፦ ኒክስ ነቶም ኢሜይላት ናብ ዝድለዩሉ (searchable database) ብምቕያር ንወፍሪ ምርጫ ትራምፕ ንምሕጋዝ ሓሳብ ነይርዎ ተባሂሉ ይሕመ።

ዊኪሊክስ፦ እቲ ትካል ካብ ኒክስ ሕቶ ከም ዝቐረበሉ ኣሚኑ፡ ይኹን እምበር ነቲ ሕቶ ከም ዝነጸጎ ገሊጹ ኣሎ።",1
99,"ሪፓብሊካን ኣመሓደርቲ ክፍለ-ሃገራት ብዛዕባ NAFTA ዘለዎም ስግኣት
ካብ ኣዮዋ፡ ሚቺጋን፡ ቴነሲን ኣርካንሳስን ዝመጹ ኣመሓደርቲ ምስ ምክትል ፕረዚደንት ማይክ ፔንስ ተራኺቦም።

ስግኣት፦ እቶም ኣመሓደርቲ፡ እቲ ኣብ ስምምዕ ናፍታ (NAFTA) ዝግበር ዘሎ ለውጢ ኣብ ክፍለ-ሃገራቶም ንዘሎ ናይ ሕርሻን ማኑፋክቸሪንግን ዓውዲ ከይሃስዮን ናይ ስራሕ ዕድላት ከየጥፍእን ስግኣቶም ገሊጾም።

ናይ መካይን ኢንዱስትሪ፦ ምምሕዳር ትራምፕ 50% ካብ ትሕዝቶ መካይን ኣብ ኣመሪካ ዝተሰርሐ ክኸውን ዝጠልብ ዘሎ ሕጊ፡ ንናይ መካይን ኢንዱስትሪ ክሃሲ ከም ዝኽእል ተገሊጹ።",1
